carat,cut,color,clarity,depth,table,x,y,z,price,volume
1.5,Very Good,E,VS1,59.0,62.0,7.45,7.47,4.4,15957,244.8666
1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071,190.730892
0.33,Premium,E,SI1,61.1,58.0,4.47,4.43,2.72,743,53.861712000000004
1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5,14092,239.4756
0.32,Ideal,G,VS2,61.8,55.0,4.43,4.41,2.73,720,53.334099
1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33,4978,203.766336
0.4,Ideal,D,VVS2,62.5,55.0,4.73,4.77,2.97,1010,67.009437
0.41,Ideal,H,SI1,61.2,57.0,4.78,4.76,2.92,876,66.438176
1.02,Premium,D,SI2,62.1,57.0,6.41,6.37,3.97,4381,162.10184900000002
0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,776,49.66790400000001
0.99,Fair,I,SI1,60.7,66.0,6.42,6.34,3.87,3337,157.519836
1.22,Premium,G,SI1,62.3,58.0,6.83,6.76,4.23,6288,195.30248400000002
0.9,Very Good,E,VS2,63.8,55.0,6.11,6.18,3.92,4598,148.018416
1.2,Good,F,VS2,63.8,60.0,6.6,6.65,4.23,7666,185.65470000000002
1.21,Ideal,F,SI2,61.8,57.0,6.87,6.82,4.23,6105,198.189882
0.53,Very Good,D,SI1,60.9,59.0,5.18,5.2,3.16,1415,85.11776
0.56,Premium,H,VS1,60.1,58.0,5.4,5.35,3.23,1585,93.3147
0.52,Very Good,G,VVS2,62.0,57.0,5.15,5.19,3.2,1794,85.53120000000001
0.51,Premium,F,VS1,61.4,58.0,5.15,5.18,3.17,1744,84.56609
2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23,17193,369.90587100000005
0.7,Premium,F,SI1,60.8,59.0,5.73,5.71,3.48,2023,113.859684
1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372,174.82113
1.2,Premium,G,VS1,60.2,60.0,6.82,6.87,4.12,8442,193.036008
0.9,Premium,D,SI1,61.5,60.0,6.19,6.17,3.8,4427,145.13074
0.28,Ideal,G,VVS1,61.8,55.0,4.19,4.23,2.6,650,46.081620000000015
1.27,Very Good,I,SI2,59.7,57.0,6.99,7.04,4.19,5371,206.18822400000002
0.32,Premium,F,VS2,61.7,58.0,4.41,4.38,2.71,828,52.345817999999994
1.28,Very Good,I,VS1,62.8,57.0,6.9,6.95,4.35,6726,208.60425
1.08,Ideal,G,SI2,62.1,57.0,6.56,6.58,4.08,4733,176.112384
0.51,Ideal,G,SI1,63.0,53.0,5.13,5.1,3.22,1312,84.24485999999999
0.71,Ideal,H,SI1,61.1,57.0,5.71,5.75,3.5,2313,114.91375000000001
0.7,Good,I,SI1,58.2,61.0,5.8,5.84,3.39,2028,114.82608
1.51,Ideal,F,VS2,61.7,57.0,7.37,7.31,4.53,13325,244.052391
0.39,Very Good,E,VS1,60.0,59.0,4.76,4.8,2.87,900,65.57376
2.66,Good,H,SI2,63.8,57.0,8.71,8.65,5.54,16239,417.39191000000005
0.36,Good,G,SI1,63.3,56.0,4.5,4.53,2.86,537,58.301100000000005
0.3,Premium,G,VS1,62.4,58.0,4.24,4.22,2.64,776,47.23699200000001
1.16,Ideal,I,SI2,62.4,55.0,6.76,6.69,4.2,3800,189.94248000000002
1.83,Premium,J,SI1,60.4,58.0,7.96,7.94,4.8,10709,303.37152000000003
0.3,Very Good,G,VS2,63.5,55.0,4.25,4.22,2.69,675,48.245149999999995
0.9,Premium,H,VS2,60.4,59.0,6.27,6.24,3.78,4246,147.891744
1.22,Ideal,J,SI1,62.3,55.0,6.91,6.83,4.28,5192,201.99588400000002
0.44,Very Good,J,VVS2,63.6,58.0,4.8,4.83,3.06,834,70.94304000000001
0.31,Ideal,G,IF,62.7,57.0,4.34,4.31,2.71,988,50.69163399999999
0.73,Fair,D,SI1,64.5,56.0,5.7,5.65,3.66,2539,117.87030000000003
1.01,Ideal,H,SI2,61.7,56.0,6.41,6.46,3.97,4357,164.392142
0.72,Ideal,H,VVS2,61.6,56.0,5.75,5.77,3.55,3334,117.78012499999997
1.2,Ideal,E,VS2,61.3,56.0,6.89,6.84,4.21,10214,198.40719599999997
0.46,Ideal,E,VVS2,62.6,55.0,4.95,4.92,3.09,1736,75.25385999999999
0.7,Premium,E,VVS2,61.0,59.0,5.64,5.71,3.5,3389,112.7154
0.57,Ideal,E,VS1,62.9,57.0,5.29,5.27,3.32,1982,92.555956
0.46,Premium,E,VS1,61.9,58.0,4.91,4.94,3.05,1372,73.97897
0.9,Good,H,SI1,62.8,62.0,6.05,6.09,3.81,3447,140.377545
0.81,Ideal,D,SI1,62.0,56.0,5.97,6.0,3.71,3852,132.8922
1.5,Fair,F,VVS2,64.7,53.0,7.22,7.15,4.65,16364,240.04695
1.02,Premium,G,SI2,60.9,59.0,6.56,6.45,3.96,4486,167.55552
0.36,Ideal,F,VVS2,62.4,55.0,4.54,4.57,2.84,896,58.923752
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4956,163.31077500000004
0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,1179,91.576777
1.02,Good,H,SI2,63.1,59.0,6.37,6.43,4.04,4207,165.474764
1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723,162.75414
0.32,Ideal,D,VVS2,60.6,56.0,4.47,4.5,2.72,1066,54.7128
0.57,Ideal,G,VVS2,60.7,55.0,5.36,5.34,3.25,2206,93.0228
1.01,Very Good,D,SI1,62.1,59.0,6.37,6.41,3.97,6630,162.10184900000002
0.31,Good,I,SI1,64.3,55.0,4.27,4.29,2.75,377,50.37532499999999
0.82,Premium,H,VS1,62.3,60.0,5.97,5.94,3.71,2985,131.56327800000003
0.3,Very Good,H,SI1,60.8,61.0,4.25,4.3,2.6,421,47.515
2.04,Fair,E,SI2,65.4,55.0,7.87,7.93,5.17,12799,322.65504699999997
0.9,Very Good,F,SI1,62.6,60.0,6.1,6.14,3.83,3950,143.44881999999998
2.0,Fair,H,SI2,65.2,55.0,7.9,7.85,5.13,11600,318.13695
0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.43,2.65,676,51.30161499999999
0.41,Ideal,G,VS2,62.2,57.0,4.71,4.74,2.94,827,65.63667600000001
0.41,Ideal,G,VS2,61.4,54.0,4.84,4.77,2.95,1061,68.10606
0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297,95.58108
0.41,Premium,D,SI2,62.0,58.0,4.74,4.78,2.95,683,66.83874000000002
0.31,Ideal,F,VVS1,62.4,54.0,4.33,4.35,2.71,840,51.044205
0.61,Very Good,E,SI1,63.9,54.0,5.38,5.42,3.45,2179,100.60061999999999
1.5,Ideal,E,SI1,60.4,59.0,7.38,7.43,4.47,12265,245.10529799999998
0.3,Good,H,VS1,63.9,55.0,4.28,4.26,2.73,675,49.775544000000004
0.74,Ideal,H,VVS2,61.2,57.0,5.79,5.85,3.56,2961,120.58254
0.56,Ideal,D,SI1,61.9,55.0,5.31,5.29,3.28,1803,92.13487199999999
0.3,Ideal,F,VS2,62.5,55.0,4.31,4.27,2.68,776,49.321915999999995
0.33,Very Good,E,VVS2,60.1,63.0,4.45,4.5,2.69,981,53.867250000000006
0.63,Good,F,VS1,61.6,60.7,5.46,5.52,3.38,2188,101.87049599999999
0.39,Very Good,F,VVS2,63.3,56.0,4.63,4.66,2.94,944,63.432852000000004
1.12,Premium,H,VS1,62.1,58.0,6.64,6.6,4.11,5952,180.11664000000002
1.13,Very Good,F,VS1,61.6,58.0,6.61,6.68,4.09,7092,180.593132
0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956,147.085542
1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59,10428,238.605183
1.0,Good,F,VS1,64.2,60.0,6.18,6.28,4.0,6389,155.2416
1.0,Premium,F,VS2,62.5,54.0,6.33,6.3,3.95,6154,157.52205
0.31,Premium,E,VS1,60.2,58.0,4.38,4.43,2.65,734,51.41900999999999
0.52,Good,D,SI2,63.7,55.0,5.1,5.11,3.25,1203,84.69825
0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,2387,86.872582
1.06,Ideal,H,SI2,60.1,59.0,6.65,6.63,3.99,4401,175.91710500000002
0.9,Fair,E,SI2,57.5,68.0,6.37,6.33,3.65,3187,147.17566499999998
2.05,Premium,H,VS2,61.8,60.0,8.19,8.14,5.05,18318,336.66633
0.31,Ideal,G,SI1,62.8,55.0,4.38,4.32,2.73,593,51.655968
1.02,Premium,G,VS2,62.7,58.0,6.44,6.36,4.01,5506,164.243184
0.55,Good,E,VS2,59.8,61.0,5.29,5.32,3.17,1695,89.212676
0.3,Ideal,I,SI1,61.7,57.0,4.3,4.32,2.66,422,49.41216000000001
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2567,113.04095400000001
1.32,Ideal,I,SI1,62.0,57.0,6.99,7.04,4.35,7162,214.06176
1.5,Very Good,G,SI1,61.5,59.0,7.31,7.39,4.52,9645,244.17446799999996
0.25,Very Good,F,IF,61.1,54.0,4.08,4.11,2.5,633,41.922000000000004
1.25,Good,I,SI2,63.3,55.8,6.83,6.87,4.34,5197,203.64191399999999
0.26,Ideal,H,VVS2,62.5,54.0,4.11,4.14,2.58,508,43.899732
0.3,Ideal,G,VVS2,62.4,55.0,4.32,4.34,2.7,665,50.62176
0.33,Ideal,G,VS2,61.6,55.0,4.46,4.43,2.74,743,54.136372
0.72,Ideal,I,VS1,61.4,58.0,5.73,5.76,3.53,2586,116.506944
0.75,Fair,F,VS1,55.8,70.0,6.09,5.98,3.37,2859,122.729334
1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416,162.048
1.19,Very Good,I,SI1,63.2,58.0,6.82,6.7,4.27,4665,195.11337999999998
0.72,Very Good,D,SI2,59.8,60.0,5.76,5.81,3.46,2294,115.79097599999999
0.52,Ideal,D,VS2,62.6,56.0,5.11,5.14,3.21,1822,84.311934
0.43,Ideal,E,VS2,62.0,57.0,4.85,4.82,3.0,1048,70.131
0.42,Ideal,H,SI2,61.4,56.0,4.81,4.86,2.97,625,69.42850200000001
1.52,Premium,D,SI2,61.4,54.0,7.51,7.43,4.59,10308,256.118787
0.91,Premium,F,SI2,59.8,58.0,6.29,6.26,3.75,2564,147.65775
1.91,Ideal,G,SI2,62.2,55.0,7.94,7.9,4.93,12816,309.23918000000003
1.19,Premium,H,VS2,62.6,56.0,6.81,6.76,4.25,6198,195.6513
0.3,Ideal,D,VS1,62.0,54.0,4.3,4.34,2.68,661,50.01416
0.31,Ideal,F,VVS1,62.0,54.0,4.36,4.38,2.71,840,51.752328000000006
0.65,Ideal,G,IF,60.1,57.0,5.61,5.65,3.38,3536,107.13417000000001
0.34,Very Good,F,SI2,60.0,62.0,4.51,4.55,2.72,447,55.81576
1.0,Very Good,G,VS2,61.8,57.0,6.33,6.37,3.99,5227,160.885179
1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,6290,160.37884800000003
1.72,Premium,F,I1,60.5,59.0,7.8,7.71,4.69,7089,282.04722000000004
0.9,Very Good,H,VS1,62.1,57.0,6.17,6.23,3.85,4455,147.99053500000002
0.7,Very Good,I,VS2,60.8,61.0,5.72,5.76,3.49,2360,114.985728
0.55,Ideal,J,SI1,61.0,56.0,5.31,5.34,3.25,1101,92.15504999999999
1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759,243.863426
1.71,Premium,I,VS1,61.8,57.0,7.82,7.73,4.71,11246,284.71290600000003
0.9,Very Good,H,SI1,61.7,57.0,6.21,6.26,3.85,3772,149.66721
0.7,Good,G,VS2,63.1,55.0,5.61,5.64,3.55,2633,112.32342
1.49,Premium,G,VS1,60.8,62.0,7.41,7.36,4.49,12900,244.87382400000004
0.41,Premium,E,VS1,61.2,58.0,4.76,4.78,2.92,1079,66.438176
0.33,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,668,53.38344000000001
0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,781,53.817036
0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087,68.142789
0.23,Ideal,F,VVS2,61.6,54.0,3.97,3.99,2.45,650,38.808735000000006
0.32,Ideal,G,VS1,59.8,57.9,4.44,4.47,2.67,696,52.990956000000004
0.34,Ideal,D,VS2,60.8,57.0,4.5,4.52,2.74,805,55.73159999999999
0.52,Ideal,F,VVS2,62.1,54.0,5.17,5.2,3.22,1978,86.56648000000001
1.01,Good,G,VVS2,62.4,59.0,6.32,6.37,3.96,7332,159.42326400000002
0.9,Premium,H,VS2,60.4,59.0,6.24,6.27,3.78,4321,147.891744
0.33,Very Good,D,VS2,62.8,54.0,4.43,4.46,2.79,781,55.124262
1.06,Very Good,G,VS2,59.4,59.0,6.68,6.63,3.95,6217,174.93918
1.02,Good,F,VS1,62.6,54.3,6.41,6.45,4.02,8011,166.20489
1.19,Ideal,J,SI1,62.0,56.0,6.8,6.77,4.21,4678,193.81156
1.09,Very Good,E,SI1,62.8,56.0,6.53,6.6,4.12,5771,177.56376
1.52,Good,H,SI1,63.6,57.0,7.25,7.3,4.63,9898,245.04274999999998
1.09,Ideal,H,SI1,62.3,55.0,6.61,6.58,4.11,5219,178.759518
0.5,Very Good,G,VVS2,60.0,56.0,5.18,5.21,3.12,2260,84.201936
1.21,Ideal,D,SI2,62.0,57.0,6.81,6.83,4.23,6190,196.747029
0.4,Very Good,G,VVS1,60.7,55.0,4.81,4.84,2.93,1066,68.21157199999999
0.89,Fair,G,SI2,58.9,66.0,6.26,6.16,3.66,2579,141.135456
0.46,Ideal,F,SI1,61.6,54.0,4.97,5.0,3.07,983,76.28949999999999
0.75,Very Good,G,SI1,62.3,59.0,5.77,5.81,3.61,2462,121.02055699999998
0.3,Ideal,F,VS1,61.2,57.0,4.32,4.34,2.65,621,49.68432
0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,527,59.532354
0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,589,51.705024
2.01,Good,H,VS2,63.3,55.0,7.87,7.94,5.0,18640,312.439
1.02,Very Good,G,VS1,62.4,58.0,6.37,6.42,3.99,6622,163.17264600000001
0.31,Ideal,D,SI1,62.2,54.0,4.36,4.39,2.72,565,52.061888
0.7,Good,D,SI2,58.5,65.0,5.79,5.76,3.38,2310,112.724352
0.31,Premium,G,VS1,62.1,58.0,4.31,4.36,2.69,625,50.549403999999996
0.46,Ideal,H,VVS1,62.3,54.0,4.96,4.99,3.1,1227,76.72624
0.31,Premium,H,SI1,61.1,57.0,4.35,4.32,2.65,573,49.79879999999999
0.77,Premium,F,SI1,60.0,61.0,5.97,5.93,3.57,2745,126.38549699999999
2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13,17805,350.853525
1.44,Premium,I,I1,62.7,55.0,7.21,7.18,4.51,4387,233.472778
2.07,Premium,H,SI1,61.2,60.0,8.2,8.12,4.99,14476,332.25415999999996
0.71,Ideal,G,SI2,59.5,57.0,5.86,5.78,3.46,2194,117.19296800000001
2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,16709,401.884868
0.7,Premium,G,SI2,59.0,60.0,5.84,5.82,3.44,1814,116.921472
0.31,Ideal,D,VS2,62.2,55.0,4.34,4.31,2.69,942,50.317525999999994
1.26,Fair,G,SI2,53.2,61.0,7.44,7.36,3.94,4966,215.748096
0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,436,51.573186
0.57,Fair,F,VS1,64.5,61.0,5.23,5.19,3.36,1788,91.202832
0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63,2829,131.98861499999998
1.01,Good,D,SI1,57.6,60.0,6.59,6.64,3.81,5501,166.716456
2.5,Premium,H,SI2,62.4,59.0,8.61,8.54,5.35,15934,393.3822899999999
1.12,Very Good,G,SI1,61.1,59.0,6.69,6.73,4.1,5361,184.59717
0.3,Good,I,SI2,63.3,56.0,4.26,4.3,2.71,351,49.64177999999999
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4352,145.04529
0.41,Ideal,E,VVS1,62.1,56.0,4.76,4.78,2.96,1057,67.348288
0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25,1350,88.21799999999999
1.01,Premium,D,SI1,61.8,59.0,6.4,6.43,3.96,5210,162.96192
0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91,1076,66.764712
1.05,Ideal,I,SI2,60.9,57.0,6.55,6.62,4.01,4163,173.87760999999998
1.52,Ideal,E,SI1,62.1,56.0,7.35,7.38,4.57,13280,247.89051
0.9,Premium,D,SI1,62.1,60.0,6.2,6.14,3.83,3812,145.80043999999998
1.37,Very Good,G,SI2,63.4,61.0,6.95,7.03,4.43,6781,216.44315500000002
1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,4790,176.603049
0.5,Very Good,H,IF,61.3,60.0,5.08,5.17,3.14,1706,82.467704
0.71,Very Good,E,VS1,62.7,57.0,5.69,5.73,3.58,2946,116.72124600000001
1.01,Very Good,G,SI1,60.6,57.0,6.49,6.52,3.94,4916,166.72031199999998
0.55,Ideal,G,SI1,61.7,58.0,5.27,5.29,3.26,1417,90.883258
1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9900,241.33799999999997
0.42,Ideal,F,VVS2,61.3,57.0,4.82,4.8,2.95,1221,68.2512
0.33,Premium,F,SI1,60.9,59.0,4.42,4.45,2.7,550,53.106300000000005
0.32,Ideal,G,VVS1,61.1,57.0,4.43,4.41,2.7,1080,52.74801000000001
1.07,Ideal,F,SI2,62.0,57.0,6.6,6.49,4.06,4764,173.90603999999996
0.55,Premium,G,SI2,61.8,56.0,5.28,5.23,3.25,1280,89.74680000000001
0.3,Premium,H,VS2,62.2,59.0,4.31,4.28,2.67,608,49.252956
0.4,Good,H,SI2,63.7,59.0,4.69,4.64,2.97,720,64.63195200000001
0.31,Premium,D,SI1,61.4,58.0,4.34,4.39,2.68,571,51.060967999999995
0.3,Ideal,D,VVS1,61.3,57.0,4.29,4.32,2.64,1000,48.92659200000001
0.39,Ideal,F,VS2,59.2,58.0,4.78,4.81,2.84,862,65.29671199999999
0.31,Ideal,E,VS2,62.2,55.0,4.32,4.36,2.7,642,50.85504000000002
1.44,Premium,G,VS2,59.5,61.0,7.38,7.3,4.37,11032,235.42937999999998
1.2,Ideal,G,SI1,60.5,56.0,6.84,6.87,4.15,5996,195.01182000000003
1.23,Very Good,E,VS2,58.9,59.0,6.98,7.05,4.13,9193,203.23317
1.0,Fair,I,I1,68.6,56.0,6.2,6.08,4.22,1805,159.07712
0.7,Ideal,E,VS2,61.7,56.0,5.74,5.71,3.53,2979,115.69716199999999
1.07,Ideal,J,SI1,62.0,56.0,6.53,6.57,4.06,4235,174.182526
1.22,Very Good,G,SI1,62.4,57.0,6.75,6.8,4.23,6704,194.157
0.71,Very Good,F,SI2,63.3,56.0,5.68,5.73,3.61,2036,117.492504
0.4,Ideal,G,VVS1,62.4,57.0,4.74,4.78,2.97,1123,67.29188400000001
0.3,Ideal,H,VS1,62.1,57.0,4.27,4.3,2.66,507,48.840259999999994
0.32,Very Good,H,VS1,62.8,55.0,4.35,4.41,2.75,561,52.754625
0.37,Premium,E,VVS2,59.6,60.0,4.75,4.68,2.81,971,62.46629999999999
1.0,Premium,E,SI2,61.0,59.0,6.4,6.33,3.89,3752,157.59168
1.01,Very Good,H,SI1,63.5,62.0,6.36,6.24,4.0,4513,158.74560000000002
1.16,Premium,I,SI2,62.1,58.0,6.78,6.71,4.19,4326,190.61902200000003
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9285,249.146535
0.77,Very Good,G,SI1,63.6,57.0,5.79,5.88,3.71,2915,126.307692
1.03,Premium,H,VS2,60.9,58.0,6.55,6.48,3.97,5364,168.50268000000003
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13453,321.895353
1.58,Ideal,H,VS1,60.4,57.0,7.55,7.65,4.59,13950,265.106925
0.56,Ideal,H,VS1,61.8,55.0,5.3,5.34,3.29,1616,93.11358
0.32,Ideal,D,SI2,61.4,56.0,4.43,4.46,2.73,477,53.938794
1.03,Ideal,D,VS1,61.5,57.0,6.48,6.52,4.0,8742,168.9984
1.01,Very Good,G,VS2,63.1,59.0,6.4,6.37,4.03,6108,164.29504
0.44,Ideal,E,SI1,62.6,56.0,4.84,4.9,3.05,810,72.3338
0.33,Premium,I,VVS2,62.2,59.0,4.41,4.47,2.76,579,54.40705199999999
0.42,Very Good,F,SI1,60.6,61.0,4.83,4.87,2.94,722,69.15497400000001
0.73,Ideal,G,VVS2,62.2,55.0,5.74,5.77,3.58,3183,118.568884
0.4,Premium,D,SI2,61.7,58.0,4.69,4.74,2.91,666,64.69104600000001
0.78,Fair,F,SI2,64.6,53.0,5.83,5.78,3.75,2312,126.36525
0.5,Ideal,F,VS1,61.6,57.0,5.07,5.09,3.13,1695,80.773719
0.52,Ideal,G,SI1,61.3,55.0,5.2,5.24,3.2,1389,87.1936
0.34,Ideal,H,VVS1,62.0,54.0,4.46,4.48,2.77,775,55.346816000000004
1.01,Ideal,H,SI1,62.4,53.0,6.47,6.42,4.02,4642,166.98034799999996
0.3,Premium,G,VS1,62.5,59.0,4.32,4.25,2.68,787,49.2048
0.54,Premium,G,SI1,60.3,57.0,5.4,5.24,3.21,1389,90.83016
1.12,Very Good,F,VS2,62.0,58.0,6.63,6.69,4.13,6925,183.184911
0.39,Good,G,VS2,63.4,57.0,4.63,4.67,2.95,787,63.785195
1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,9030,204.42113999999998
0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,840,51.207660000000004
2.49,Ideal,J,SI1,61.8,54.0,8.56,8.49,5.45,16915,396.07548
0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,873,63.58066
0.31,Ideal,G,IF,62.2,55.0,4.35,4.4,2.72,891,52.06080000000001
2.0,Fair,H,SI2,67.9,55.0,7.67,7.58,5.18,10913,301.157948
0.61,Ideal,G,VVS2,60.1,57.0,5.52,5.54,3.32,2816,101.52825599999998
0.72,Premium,E,VS2,62.5,59.0,5.73,5.7,3.57,3024,116.59977
1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,4348,161.137746
0.32,Ideal,D,VS2,62.7,57.0,4.4,4.44,2.77,758,54.11472000000001
1.54,Ideal,G,VS2,61.8,59.0,7.47,7.52,4.51,13508,253.34654399999994
0.35,Ideal,J,VS2,61.8,55.0,4.55,4.57,2.8,446,58.2218
0.43,Ideal,F,VVS2,61.8,57.0,4.83,4.85,2.99,1169,70.04224500000001
1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10200,253.2576
0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,593,51.82416
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,15919,316.247616
0.71,Ideal,G,VS2,60.6,56.0,5.76,5.8,3.5,2911,116.928
0.9,Good,F,VS2,65.0,58.0,6.03,6.06,3.93,4268,143.60927400000003
1.59,Premium,J,VS2,62.6,59.0,7.43,7.45,4.66,7811,257.94731
1.13,Ideal,G,SI2,62.9,54.0,6.72,6.67,4.21,5164,188.70230399999997
0.31,Ideal,F,SI1,62.0,54.0,4.36,4.38,2.71,628,51.752328000000006
1.03,Very Good,F,VS1,60.2,55.0,6.62,6.56,3.97,6733,172.40598400000002
1.2,Ideal,I,SI1,61.8,56.0,6.77,6.8,4.19,5412,192.89084
0.24,Ideal,G,VVS1,62.4,56.0,3.97,3.99,2.48,559,39.283944000000005
0.7,Premium,E,SI2,63.0,58.0,5.69,5.64,3.57,2335,114.56701199999999
0.7,Premium,E,VS1,61.8,58.0,5.71,5.75,3.54,3016,116.22705
1.34,Premium,G,SI2,60.1,61.0,7.11,7.06,4.26,4953,213.83751599999997
0.42,Premium,D,SI1,62.1,59.0,4.77,4.79,2.97,810,67.85945099999999
0.3,Ideal,G,IF,62.2,55.0,4.3,4.32,2.68,844,49.783680000000004
0.92,Very Good,F,SI1,63.8,56.0,6.12,6.17,3.92,3920,148.02076799999998
0.51,Ideal,H,VVS1,61.4,55.0,5.13,5.16,3.16,1776,83.647728
1.01,Premium,E,VS1,62.9,60.0,6.36,6.32,3.99,7839,160.37884800000003
1.27,Ideal,G,SI2,58.8,56.0,7.16,7.06,4.18,4936,211.29732799999996
1.12,Ideal,G,VS1,62.3,57.0,6.59,6.64,4.12,6918,180.28131199999999
1.2,Premium,G,VS2,62.4,59.0,6.74,6.68,4.19,7405,188.64720800000003
0.72,Very Good,F,VS2,63.3,57.0,5.69,5.72,3.61,2931,117.49394799999999
0.31,Good,D,VS1,61.7,61.0,4.32,4.34,2.67,653,50.059295999999996
1.43,Ideal,G,SI1,62.8,57.0,7.17,7.12,4.49,8599,229.21629600000003
0.54,Very Good,D,SI1,62.9,57.0,5.17,5.22,3.27,1662,88.248798
0.91,Good,H,VS2,63.1,59.0,6.13,6.16,3.88,3921,146.51190400000002
1.21,Premium,I,SI1,61.8,59.0,6.85,6.81,4.22,5276,196.85666999999995
2.12,Premium,H,SI2,61.8,59.0,8.26,8.21,5.06,13307,343.14187599999997
0.23,Very Good,E,VVS2,61.8,59.0,3.92,3.95,2.43,465,37.62612
0.99,Very Good,J,SI1,60.3,57.0,6.44,6.49,3.9,4002,163.00284000000002
1.08,Ideal,H,SI2,61.4,57.0,6.6,6.66,4.07,5049,178.90091999999999
0.3,Good,G,VS2,63.5,54.0,4.25,4.28,2.71,526,49.294900000000005
1.01,Premium,E,SI2,59.5,60.0,6.59,6.53,3.9,3801,167.82753
0.9,Very Good,D,VS2,60.9,62.0,6.11,6.18,3.74,4804,141.221652
0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729,49.526540000000004
0.31,Very Good,H,VS1,61.8,58.0,4.28,4.34,2.69,544,49.967287999999996
0.3,Ideal,I,VS1,62.5,54.0,4.29,4.32,2.69,473,49.853232000000006
0.77,Ideal,H,VS2,60.9,56.0,5.89,5.94,3.61,3332,126.301626
1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,4443,163.55519999999999
0.37,Ideal,D,VVS2,60.5,57.0,4.65,4.68,2.82,983,61.36884
0.28,Very Good,H,VS1,63.1,55.0,4.17,4.2,2.64,429,46.23696
0.23,Very Good,F,VS2,61.0,59.0,3.95,3.99,2.42,402,38.14041
0.59,Very Good,E,VVS2,59.8,57.0,5.48,5.53,3.29,2214,99.70147600000001
0.41,Premium,D,VVS1,62.2,58.0,4.71,4.77,2.95,1349,66.276765
1.21,Very Good,H,VS1,63.3,58.0,6.77,6.72,4.27,6871,194.26108799999997
0.32,Premium,F,VS2,61.4,60.0,4.38,4.42,2.7,645,52.270920000000004
0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1013,62.54064
1.15,Very Good,H,SI2,63.0,54.0,6.64,6.73,4.21,4483,188.13311199999998
1.01,Ideal,G,VS2,61.9,55.0,6.49,6.46,4.01,6108,168.120854
0.3,Ideal,G,IF,62.6,57.0,4.32,4.28,2.69,956,49.737024000000005
0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,2346,86.160375
1.0,Good,D,SI1,64.2,56.0,6.23,6.29,4.02,5642,157.530534
0.79,Ideal,D,SI1,61.2,56.0,6.02,5.95,3.66,3185,131.09753999999998
0.96,Good,H,SI2,60.1,64.0,6.43,6.35,3.84,3548,156.78911999999997
1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517,172.041723
0.96,Ideal,F,VS1,61.7,56.0,6.4,6.34,3.93,4333,159.46368
